id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
bbe88396,Aly Abeid,mr MTN,DF,Levante,19,1997,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
65d62814,Antonio Adán,es ESP,GK,Betis,30,1987,30,30,2700,30.0,0,2,2,0,0,0,4,0,0.0,0.0,0.7,0.7,0,0,0,0.00,0.07,0.07,0.00,0.07,0.00,0.02,0.02,0.00,0.02,Matches
5890cef1,Aday,es ESP,DF,Girona,29,1987,31,20,1835,20.4,2,0,2,1,1,2,10,0,2.8,1.3,1.6,2.9,82,61,156,0.10,0.00,0.10,0.05,0.05,0.14,0.08,0.22,0.06,0.14,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,36,1981,33,21,2152,23.9,9,1,10,6,3,5,5,0,11.1,7.6,1.5,9.0,27,45,150,0.38,0.04,0.42,0.25,0.29,0.47,0.06,0.53,0.32,0.38,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,21,1996,21,20,1828,20.3,0,4,4,0,0,0,4,0,0.1,0.1,1.5,1.6,24,48,54,0.00,0.20,0.20,0.00,0.20,0.00,0.08,0.08,0.00,0.08,Matches
c84c1afc,Imanol Agirretxe,es ESP,FW,Real Sociedad,30,1987,11,2,232,2.6,0,0,0,0,0,0,0,0,1.2,1.2,0.0,1.2,1,5,8,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
8617e3d9,Matías Aguirregaray,uy URU,DF,Las Palmas,28,1989,15,14,1153,12.8,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,23,57,49,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
c5eaff5c,Ager Aketxe,es ESP,MF,Athletic Club,23,1993,3,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,3,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
7a4cd784,David Alba,es ESP,DF,Getafe,18,1999,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,28,1989,33,30,2744,30.5,2,8,10,2,0,0,7,0,2.1,2.1,6.1,8.3,58,135,314,0.07,0.26,0.33,0.07,0.33,0.07,0.20,0.27,0.07,0.27,Matches
348e4809,Raúl Albentosa,es ESP,DF,La Coruña,28,1988,20,19,1748,19.4,1,0,1,1,0,0,5,0,1.5,1.5,0.2,1.6,1,27,5,0.05,0.00,0.05,0.05,0.05,0.08,0.01,0.08,0.08,0.08,Matches
a7a9d95a,Paco Alcácer,es ESP,"MF,FW",Barcelona,23,1993,17,8,695,7.7,4,3,7,4,0,0,0,0,3.9,3.9,2.1,6.0,6,13,42,0.52,0.39,0.91,0.52,0.91,0.51,0.27,0.78,0.51,0.78,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,28,1989,8,8,689,7.7,1,0,1,1,0,0,4,0,1.0,1.0,0.2,1.2,3,24,0,0.13,0.00,0.13,0.13,0.13,0.13,0.03,0.16,0.13,0.16,Matches
a8599c17,Steve Aldo One,cm CMR,DF,La Coruña,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
